Issue Description,Assignees to the Issue,Link
Script score doesn't support weight correctly,,https://github.com/elastic/elasticsearch/issues/21483
Handle spaces in action.auto_create_index setting,,https://github.com/elastic/elasticsearch/issues/21449
Clarify IndexNotFoundException error due to auto_create_index rules,,https://github.com/elastic/elasticsearch/issues/21448
_source doesn't work on parent inner_hits,,https://github.com/elastic/elasticsearch/issues/21312
Version conflict exception message enhancement,,https://github.com/elastic/elasticsearch/issues/21278
Mistake in documentaion regarding maximum level of QuadPrefixTree(29 not 50),,https://github.com/elastic/elasticsearch/issues/21191
All date formats should be documented for `date` format page,,https://github.com/elastic/elasticsearch/issues/21046
Boolean scripted field agg's are coming back as strings,,https://github.com/elastic/elasticsearch/issues/20941
Force merge does not compress index if already at 1 segment,,https://github.com/elastic/elasticsearch/issues/20936
Add `max_concurrent_searches` to msearch-template,,https://github.com/elastic/elasticsearch/issues/20912
MultiGet fails entirely when using alias that points to multiple indices,,https://github.com/elastic/elasticsearch/issues/20845
Hard limit on total number of shards in a cluster,,https://github.com/elastic/elasticsearch/issues/20705
Add node name to decider trace logging,,https://github.com/elastic/elasticsearch/issues/20379
Update api-conventions.asciidoc,,https://github.com/elastic/elasticsearch/pull/20203
Missing footnote descriptions in mappings,,https://github.com/elastic/elasticsearch/issues/20201
Expose the new min hashing / LSH filter,,https://github.com/elastic/elasticsearch/issues/20149
Remove spaces from commented out config settings,,https://github.com/elastic/elasticsearch/issues/20090
Incosistent API definition and test for ingest.get_pipeline,,https://github.com/elastic/elasticsearch/issues/20010
Hostname and shard ID missing from slow log,,https://github.com/elastic/elasticsearch/issues/19735
_cat/shards should support index pattern wildcards,,https://github.com/elastic/elasticsearch/issues/19634
Create a percentile_ranks_bucket pipeline aggregation,,https://github.com/elastic/elasticsearch/issues/19546
"Undeprecate ""aggs"" in search request bodies",,https://github.com/elastic/elasticsearch/issues/19504
Rollover API Numbering not honouring preceding zeroes,,https://github.com/elastic/elasticsearch/issues/19484
_count requires query in body where _search does not,,https://github.com/elastic/elasticsearch/issues/19422
Include other Reference to other ElasticSearch clients in Docs,,https://github.com/elastic/elasticsearch/issues/19399
Cleanup Elasticsearch configuration files support,,https://github.com/elastic/elasticsearch/issues/19391
Allow bucket_script to operate on date_range buckets.,,https://github.com/elastic/elasticsearch/issues/19364
Remove cloud.enabled setting,,https://github.com/elastic/elasticsearch/issues/19349
Updates in bulk api always update shards.,,https://github.com/elastic/elasticsearch/issues/19267
Blank field names should be illegal,,https://github.com/elastic/elasticsearch/issues/19251
"Scroll should limit size= value, as the search API already does.",,https://github.com/elastic/elasticsearch/issues/19249
Field stats API gte/lt reversed?,,https://github.com/elastic/elasticsearch/issues/19232
inner_hits breaks from version 1.7 to 2.3 upgrade,,https://github.com/elastic/elasticsearch/issues/19142
Show UUID in cat indices,,https://github.com/elastic/elasticsearch/issues/19132
Upgrade httpclient dependency,,https://github.com/elastic/elasticsearch/issues/19127
Change `unlimited` throttling to use `-1` instead,,https://github.com/elastic/elasticsearch/issues/19089
An incredibly arcane missing header in response to a POST,,https://github.com/elastic/elasticsearch/issues/19079
Rename `fields` to `stored_fields` and add `docvalue_fields`,,https://github.com/elastic/elasticsearch/issues/18943
flat_settings ignored on nodes info in 5.0.0-alpha3,,https://github.com/elastic/elasticsearch/issues/18794
Closed TransportClient should throw meaningful exceptions when subsequently used,,https://github.com/elastic/elasticsearch/issues/18708
Documentation for `quote_field_suffix`,,https://github.com/elastic/elasticsearch/issues/18641
Add Ansible playbook to Integrations,,https://github.com/elastic/elasticsearch/issues/18636
RemovePluginCommand.java reports older plugin command name,,https://github.com/elastic/elasticsearch/issues/18588
Move useful messages from debug/trace level to warn/error,,https://github.com/elastic/elasticsearch/issues/18576
Change `include_global_state` default to `false`,,https://github.com/elastic/elasticsearch/issues/18569
Include size of snapshot in snapshot metadata,,https://github.com/elastic/elasticsearch/issues/18543
BlobContainer's deleteBlob method should not be lenient,,https://github.com/elastic/elasticsearch/issues/18530
Remove multiple variations of deleting blobs from BlobContainer interface,,https://github.com/elastic/elasticsearch/issues/18529
Remove redundant writeBlob methods in BlobContainer interface,,https://github.com/elastic/elasticsearch/issues/18528
SnapshotsStatusRequest should take ignoreUnavailable,,https://github.com/elastic/elasticsearch/issues/18522
Duplicate value/getValue in Max aggregation,,https://github.com/elastic/elasticsearch/issues/18517
Non descriptive enough error when reindexing incorrect data,,https://github.com/elastic/elasticsearch/issues/18515
Add regex flags to pattern-replace character filter,,https://github.com/elastic/elasticsearch/issues/18362
Expose `fuzzy_transpositions` in fuzzy queries,,https://github.com/elastic/elasticsearch/issues/18348
Don't ignore allocation settings with cluster reroute,,https://github.com/elastic/elasticsearch/issues/18321
Remove user-configurable analyzer versions ,,https://github.com/elastic/elasticsearch/issues/18267
Deprecate analyser aliases?,,https://github.com/elastic/elasticsearch/issues/18244
NullPointerException with StopFilter and simple_query_string with analyze_wildcard if the query contains only stop word prefixes,,https://github.com/elastic/elasticsearch/issues/18202
" rfc3986, html 4.01 spec: support semicolons as well as ampersand?",,https://github.com/elastic/elasticsearch/issues/18175
NPE when calling non existing ingest pipeline,,https://github.com/elastic/elasticsearch/issues/18139
Add org.apache.lucene.search.MatchNoDocsQuery to forbiddenApi,,https://github.com/elastic/elasticsearch/issues/18030
_msearch errors don't contain status,,https://github.com/elastic/elasticsearch/issues/18013
Get and MultiGet inconsistency with date math expressions,,https://github.com/elastic/elasticsearch/issues/17957
Delete archived cluster settings with `null`,,https://github.com/elastic/elasticsearch/issues/17929
Use epoch seconds in `to` and `from` fields of date range aggregation `ranges` objects.,,https://github.com/elastic/elasticsearch/issues/17920
POST index/_settings with body produces wrong exception,,https://github.com/elastic/elasticsearch/issues/17853
Make Script Writeable,,https://github.com/elastic/elasticsearch/issues/17753
Should range aggregations support the `missing` option?,,https://github.com/elastic/elasticsearch/issues/17597
Rename service.bat to elasticsearch-service.bat,,https://github.com/elastic/elasticsearch/issues/17528
Extended Stats Bucket Aggregation returns parse exception when sigma is an Integer,,https://github.com/elastic/elasticsearch/issues/17499
Smoke Tester: Use `node.portsfile` to find out ports,,https://github.com/elastic/elasticsearch/issues/17409
Rename LinearInterpoatingScorer to LinearInterpo**l**atingScorer,,https://github.com/elastic/elasticsearch/issues/17384
Allow access to the rest of the document from inside ingest foreach processor,,https://github.com/elastic/elasticsearch/issues/17147
Defining a custom analyzer should a accept `token_filters` settings,,https://github.com/elastic/elasticsearch/issues/17140
"Remove ""sandbox"" option from script settings",,https://github.com/elastic/elasticsearch/issues/17114
queryCacheMemory is a shorthand for 2 different values,,https://github.com/elastic/elasticsearch/issues/17101
Multi-index expressions not respecting excludes,,https://github.com/elastic/elasticsearch/issues/17027
Slowlogs no longer include index name,,https://github.com/elastic/elasticsearch/issues/17025
Next scroll id and number of hits in response headers for search/scroll api,,https://github.com/elastic/elasticsearch/issues/16993
Remove ClusterStateHealth's validationFailures,,https://github.com/elastic/elasticsearch/issues/16979
'us-east-1` is not a valid region when creating s3 bucket,,https://github.com/elastic/elasticsearch/issues/16978
Mention path.repo in backup chapter of the guide,,https://github.com/elastic/elasticsearch/issues/16942
Explain param to Analyze API not coerced,,https://github.com/elastic/elasticsearch/issues/16925
Glossary should contain query and filter,,https://github.com/elastic/elasticsearch/issues/16891
