Issue Description,Assignees to the Issue,Link
DeepSpeed using DistributedSampler with model parallelism,,https://github.com/microsoft/DeepSpeed/issues/99
Detect if init distributed is needed,,https://github.com/microsoft/DeepSpeed/issues/85
Fix cifar tutorial links,,https://github.com/microsoft/DeepSpeed/issues/68
