Issue Description,Assignees to the Issue,Link
Username in comment thread messed up possibly because of accented character,,https://github.com/sindresorhus/refined-github/issues/1176
Highlight linked comment (:target),,https://github.com/sindresorhus/refined-github/issues/1164
Hide inactive deployments,,https://github.com/sindresorhus/refined-github/issues/1144
Add links to issues and pull requests next to repo title,,https://github.com/sindresorhus/refined-github/issues/1130
Add delete button to files in a PR,,https://github.com/sindresorhus/refined-github/issues/1127
"When ""add-delete-fork-link"" is disabled, the extra whitespace is still present",,https://github.com/sindresorhus/refined-github/issues/1122
Shortcut to open notification in a new tab,,https://github.com/sindresorhus/refined-github/issues/1110
Add button to preview HTML files,,https://github.com/sindresorhus/refined-github/issues/1096
Customizable monospace font?,,https://github.com/sindresorhus/refined-github/issues/1094
Awesome Job!,,https://github.com/sindresorhus/refined-github/issues/1090
patch/diff commit links feature broken,,https://github.com/sindresorhus/refined-github/issues/1080
Keyboard shortcut for submitting the review changes on a PR,,https://github.com/sindresorhus/refined-github/issues/1069
Link to commit page from PR commit,,https://github.com/sindresorhus/refined-github/issues/1053
Default to Sources in the user repository tab,,https://github.com/sindresorhus/refined-github/issues/1048
Confirm dialog before closing the window if unsaved changes,,https://github.com/sindresorhus/refined-github/issues/1037
"""null"" appended to body on notification's page",,https://github.com/sindresorhus/refined-github/issues/1026
URLs in commented diffs aren't linkified,,https://github.com/sindresorhus/refined-github/issues/999
Bring back CLI instructions for checking out PRs,,https://github.com/sindresorhus/refined-github/issues/963
Missing upload button on the new issue creation page,,https://github.com/sindresorhus/refined-github/issues/957
"Add ""Your repositories"" link to navbar profile dropdown",,https://github.com/sindresorhus/refined-github/issues/954
Add quick review buttons throws on merged PR,,https://github.com/sindresorhus/refined-github/issues/918
updateReleasesCount: Uncaught (in promise) TypeError: Cannot read property 'textContent' of null,,https://github.com/sindresorhus/refined-github/issues/901
Hide follow events,,https://github.com/sindresorhus/refined-github/issues/894
Add a button to quickly approve the PR,,https://github.com/sindresorhus/refined-github/issues/883
Add link to a user's Gists to their profile page,,https://github.com/sindresorhus/refined-github/issues/863
Autoload contribution activities on scroll down,,https://github.com/sindresorhus/refined-github/issues/861
"Remove ""Seeing something unexpected?"" from user profile pages",,https://github.com/sindresorhus/refined-github/issues/860
Account switcher isn't moved to sidebar on `Discover repositories` page,,https://github.com/sindresorhus/refined-github/issues/857
Make issue sidebar sticky,,https://github.com/sindresorhus/refined-github/issues/842
Add support for loading all large diffs at once,,https://github.com/sindresorhus/refined-github/issues/825
Repo Insights tab is not in More anymore,,https://github.com/sindresorhus/refined-github/issues/715
"Subtle shift when hovering on ""Create new file"" button",,https://github.com/sindresorhus/refined-github/issues/693
"Automatically link branch in ""Open a pull request""",,https://github.com/sindresorhus/refined-github/issues/691
Go to profile keyboard shortcut,,https://github.com/sindresorhus/refined-github/issues/688
