Issue Description,Assignees to the Issue,Link
"""The clear method""",,https://github.com/whatwg/html/issues/2194
"""process a navigate response"" redefines type",,https://github.com/whatwg/html/issues/2189
"""when a select element does not have a sizes attribute""",,https://github.com/whatwg/html/issues/2178
imageSmoothingQuality attribute description should mention valid values,,https://github.com/whatwg/html/issues/2147
Extra space in imageSmoothingQuality description,,https://github.com/whatwg/html/issues/2146
"Editorial: ""that whose"" is not English",,https://github.com/whatwg/html/issues/2138
"Unbalanced quotes for location.protocol's setter: “ followed by :""”",,https://github.com/whatwg/html/issues/2117
Window parent and top attributes should be nullable,,https://github.com/whatwg/html/issues/2115
Comment validity condition (minor).,,https://github.com/whatwg/html/issues/2095
What happens when setting the canvas width/height to an invalid value?,,https://github.com/whatwg/html/issues/2066
"Link from the definition of <a>'s download attribute to ""downloading a hyperlink""",,https://github.com/whatwg/html/issues/1914
"Remove ""Firing a simple event named e""",,https://github.com/whatwg/html/issues/1887
More infinite/NaN handling for <canvas> API members,,https://github.com/whatwg/html/issues/1844
Remove references to the WHATWG JavaScript Standard,,https://github.com/whatwg/html/issues/1660
Should setting HTMLTableElement.caption throw?,,https://github.com/whatwg/html/issues/1582
Form data set construction should convert names and values to USVStrings,,https://github.com/whatwg/html/issues/1490
Constructing a form data set is incorrect for files,,https://github.com/whatwg/html/issues/1489
Review on utilization of `w-nodev` annotation,,https://github.com/whatwg/html/issues/1488
Typo in 7.2.1 Integration with IDL,,https://github.com/whatwg/html/issues/1439
Ack Chris Wilson,,https://github.com/whatwg/html/issues/1434
Improve the note on characters that need to be escaped in iframes' srcdoc,,https://github.com/whatwg/html/issues/1429
typo?,,https://github.com/whatwg/html/issues/1390
HTMLHyperlinkElementUtils set the url doesn't say what to do when the attribute is absent,,https://github.com/whatwg/html/issues/1340
meta referrer as child of the the head element of a document,,https://github.com/whatwg/html/issues/1311
Aggregate sections of IANA considerations,,https://github.com/whatwg/html/issues/1300
"""hr[align=left]"" should be case-insensitive",,https://github.com/whatwg/html/issues/1258
text/plain encoding algorithm steps refer to nonsensical entry,,https://github.com/whatwg/html/issues/1232
Editorial: missing verb,,https://github.com/whatwg/html/issues/1214
Change all spec citations to use the same style,,https://github.com/whatwg/html/issues/1156
[INTERSECTIONOBSERVER] is 404.,,https://github.com/whatwg/html/issues/1146
"Couple of unlinked ""reflect""s",,https://github.com/whatwg/html/issues/1112
Editornal comments in section 2.2.2.,,https://github.com/whatwg/html/issues/1023
"Add explicit section IDs to everything named ""processing model""",,https://github.com/whatwg/html/issues/1002
"""get the current value of the event handler"" has backwards script-enabled check",,https://github.com/whatwg/html/issues/957
Move https://images.whatwg.org/robots.jpeg into this repository,,https://github.com/whatwg/html/issues/955
Script encoding fallback could be clarified,,https://github.com/whatwg/html/issues/904
Define ImageBitmapSource in terms of CanvasImageSource,,https://github.com/whatwg/html/issues/893
NavigatorLanguage::language doesn't need to be nullable.,,https://github.com/whatwg/html/issues/881
"The rules for audio playback should apply to audio+video elements, not just audio elements",,https://github.com/whatwg/html/issues/860
"""Content-Type/text/html"" should have backticks",,https://github.com/whatwg/html/issues/858
WebSocket: move port restrictions move to Fetch,,https://github.com/whatwg/html/issues/841
Stop using InterfaceName.attribute/method notation,,https://github.com/whatwg/html/issues/826
"""Performing"" should be ""Perform""",,https://github.com/whatwg/html/issues/807
Remove some styles from dialog::backdrop,,https://github.com/whatwg/html/issues/800
The images /images/sample-bdi.png and /images/sample-not-bdi.png has no alt attribute,,https://github.com/whatwg/html/issues/750
"Broken anchors  #refsSVG11, #refsSVGTiny12 and #refsSVG2",,https://github.com/whatwg/html/issues/749
"event handler doesn't specify event listener's ""passive""",,https://github.com/whatwg/html/issues/729
onerror and onunhandledrejection/onrejectionhandled could use some nice developer-friendly examples,,https://github.com/whatwg/html/issues/676
"createPattern says it never returns null, but it can return null",,https://github.com/whatwg/html/issues/655
Make the spec readable on small screens,,https://github.com/whatwg/html/issues/621
Spellchecking default descriptions are misleading,,https://github.com/whatwg/html/issues/615
Consider deprecation of secondary browser contexts,,https://github.com/whatwg/html/issues/582
Add [SameObject] to all DOMTokenLists,,https://github.com/whatwg/html/issues/580
Fix problems found by https://validator.w3.org/checklink,,https://github.com/whatwg/html/issues/573
"Spec references missing for SVG11, SVGTiny12 and SVG2",,https://github.com/whatwg/html/issues/572
"""If the element is a child of an ol element: value """,,https://github.com/whatwg/html/issues/535
"""Authors are also cautioned that HTTP chunking c...""",,https://github.com/whatwg/html/issues/515
Tweak .htaccess MIME types,,https://github.com/whatwg/html/issues/507
Update W3C URLs to use HTTPS?,,https://github.com/whatwg/html/issues/502
"""readonly attribute long length; """,,https://github.com/whatwg/html/issues/495
"What's the difference between ""if the element has no src attribute specified"" and ""If the value of the src attribute is missing, or its value is the empty string""",,https://github.com/whatwg/html/issues/489
Handling of url parsing errors in a.ping is undefined,,https://github.com/whatwg/html/issues/477
"Split step 5.3 of ""Update the image data"" into multiple steps",,https://github.com/whatwg/html/issues/471
time element content model contains contradiction v. body text,,https://github.com/whatwg/html/issues/426
error event on <source> missing in media event summary,,https://github.com/whatwg/html/issues/420
"""4.8.13.16 Event summary"" missing events for <track>",,https://github.com/whatwg/html/issues/392
"""fully active"" needs to be conditional on a document having a browsing context",,https://github.com/whatwg/html/issues/388
"""for labeling ship names in Western texts, the i...""",,https://github.com/whatwg/html/issues/375
Mark tfoot before tbody as obsolete but conforming feature,,https://github.com/whatwg/html/issues/352
navigator.javaEnabled spec does not match implementations,,https://github.com/whatwg/html/issues/348
Setting scrollRestoration let's one to affect to scrollRestoration of pages from different origin,,https://github.com/whatwg/html/issues/347
Remove input[type=datetime],,https://github.com/whatwg/html/issues/336
"Typo in the note after ""reconstruct the active formatting elements"" algorithm",,https://github.com/whatwg/html/issues/318
Step 2 of Resource Fetch Algorithm for media elements is backwards,,https://github.com/whatwg/html/issues/316
"""current URL"" should probably be changed to ""document's address""",,https://github.com/whatwg/html/issues/306
"""the return value converted to a string value""",,https://github.com/whatwg/html/issues/301
What to do when WebSocket.send() recieves data that is always too large?,,https://github.com/whatwg/html/issues/296
"Change ""invalid value default"" for the <track kind> attribute",,https://github.com/whatwg/html/issues/293
Unexport the :target definition,,https://github.com/whatwg/html/issues/284
Missing [SameObject] for some attributes that returns collection,,https://github.com/whatwg/html/issues/275
Avoid whitelist/blacklist,,https://github.com/whatwg/html/issues/265
".event and .htmlFor on HTMLScriptElement should reflect the ""event"" and ""for"" attributes",,https://github.com/whatwg/html/issues/253
Honor all <option> descendants of <select>,,https://github.com/whatwg/html/issues/249
Spec hole in <tbody> 'deleteRow' and <tr> 'deleteCell',,https://github.com/whatwg/html/issues/248
SVG title elements should be the first child of the parent,,https://github.com/whatwg/html/issues/247
Give HTMLAllCollection its own class,,https://github.com/whatwg/html/issues/210
"""tailoirings""",,https://github.com/whatwg/html/issues/202
Rethrow ECMAScript out-of-memory exception when allocating ImageData,,https://github.com/whatwg/html/issues/197
Should clearTimeout/clearInterval be interchangeable?,,https://github.com/whatwg/html/issues/179
<img> needs to set request's same-origin data-URL flag,,https://github.com/whatwg/html/issues/176
Be explicit about missing value default & invalid value default,,https://github.com/whatwg/html/issues/173
<a> without href should not be classified as interactive content,,https://github.com/whatwg/html/issues/168
"""Otherwise, do a potentially CORS-enabled fetch""",,https://github.com/whatwg/html/issues/159
"Make all byte sequences in the range 0x00 to 0x7F, inclusive, use backticks",,https://github.com/whatwg/html/issues/156
Add an hgroup Example with Multiple h1 Elements,,https://github.com/whatwg/html/issues/115
"typo ""ul, element""",,https://github.com/whatwg/html/issues/99
